Gene,logFC,logCPM,LR,PValue,trended.disp,tagwise.disp,ctrl0,ctrl1,ctrl2,ctrl3,C0,C1,C3
IBTK,-0.105579079,7.510091277,34.82483064,3.61E-09,0.002592622,0.00335245,5583,4706,3750,3300,5067,3926,3459
ZNF711,-0.123077788,7.081039574,34.79687947,3.66E-09,0.002871796,0.003182576,3921,3474,2867,2654,3625,2868,2610
CECR2,-0.148194269,6.505451603,34.78521962,3.68E-09,0.003089117,0.002704971,2640,2685,1615,1659,2348,2334,1545
PNRC1,-0.219753265,5.366802302,34.74807279,3.75E-09,0.003363282,0.005360245,1330,1222,746,703,1117,906,734
TRIM56,0.189523225,5.837072671,34.69909647,3.85E-09,0.003201498,0.005195671,1502,1216,1215,1070,1489,1704,1075
GABPB1,0.142099619,6.671238254,34.69176846,3.86E-09,0.003046893,0.002858175,2715,2075,2173,2067,2961,2121,2377
IRS2,0.125023746,7.041291015,34.66205731,3.92E-09,0.002893207,0.002308854,3351,2857,2784,2687,3447,3247,2886
WDR77,0.129765884,6.982320477,34.61975248,4.01E-09,0.002923345,0.002808749,3214,2335,3206,2687,3190,2857,2846
KIF23,0.105799764,7.528754887,34.54333115,4.17E-09,0.002578794,0.002127938,5105,3859,4279,3508,5161,4213,3859
FBXO3,-0.219155493,5.400375607,34.5309298,4.20E-09,0.003346083,0.003479072,1350,1073,868,829,1061,893,801
OBSL1,0.112949175,7.321879672,34.52303513,4.21E-09,0.002724942,0.004128379,4584,3105,3498,3221,4503,4050,3079
YPEL5,-0.146163856,6.522386237,34.50243889,4.26E-09,0.003085394,0.004709406,2976,2496,1594,1653,2615,1958,1773
RECQL4,0.130706198,6.944212112,34.4265448,4.43E-09,0.00294175,0.003942541,2929,2511,3014,2624,3020,3214,2492
CCDC88C,0.166399385,6.244130452,34.38052256,4.53E-09,0.003135349,0.00551009,1903,1217,1819,1792,1989,1729,1720
RNMT,-0.12228781,7.083763842,34.37252616,4.55E-09,0.002870297,0.0024325,3795,3281,2797,2974,3497,2921,2695
ESCO1,-0.230619649,5.250279454,34.31909944,4.68E-09,0.003432078,0.003661706,1180,1005,799,745,973,787,703
UBLCP1,-0.131558446,6.86648928,34.27223739,4.79E-09,0.002976565,0.003311626,3334,2949,2431,2405,3126,2405,2293
NEK7,-0.183410443,5.878271588,34.26891615,4.80E-09,0.003193267,0.006090798,1822,1735,1146,995,1720,1235,997
TDP2,-0.18208708,5.955227944,34.26839067,4.80E-09,0.003179343,0.003660356,1676,1569,1405,1368,1589,1294,1131
INO80,-0.160509175,6.285704633,34.20790355,4.95E-09,0.00312899,0.003100124,2344,1916,1630,1624,2037,1845,1312
SLC25A22,0.149223714,6.554542968,34.17490033,5.04E-09,0.00307799,0.003349561,2339,1815,2344,1951,2383,2299,2003
SCOC,-0.121419369,7.094456665,34.15532277,5.09E-09,0.002864376,0.002891317,4066,3281,2939,2787,3819,2758,2605
TRIB3,0.255868544,4.871253164,34.06272499,5.34E-09,0.00377985,0.00698738,979,566,514,453,1052,860,434
TMEM106B,-0.11726965,7.151437639,34.01257556,5.48E-09,0.002831811,0.00441746,4367,3962,2664,2471,4047,3131,2641
PEX13,-0.184295394,5.874578062,34.0088198,5.49E-09,0.00319398,0.003356216,1850,1500,1240,1127,1671,1206,1005
CCNF,0.126325135,7.000433299,33.844037,5.97E-09,0.002914299,0.002317039,3450,2673,3117,2386,3563,3041,2556
IMPDH1,0.253081023,5.033047974,33.8354872,6.00E-09,0.003604888,0.004333241,793,550,843,684,856,783,745
UQCRB,-0.121971823,7.090814852,33.7487433,6.27E-09,0.0028664,0.002602479,3920,3104,3127,2896,3371,2754,2868
BEX4,-0.162463886,6.243235533,33.6400952,6.63E-09,0.003135484,0.003224493,2205,1981,1698,1466,2021,1625,1336
DDX39A,0.133720936,6.837067612,33.5703283,6.87E-09,0.002988758,0.003837329,2768,2285,2726,2452,2745,2964,2429
ATP6V1B2,-0.10260494,7.589328246,33.56916331,6.88E-09,0.002533139,0.002478295,5188,4536,4524,4123,4853,3952,3924
ZNF37BP,-0.152890884,6.360385437,33.49386292,7.15E-09,0.003116861,0.002854686,2655,2243,1526,1436,2232,1988,1399
SERINC5,-0.193830052,5.695322202,33.48237612,7.19E-09,0.003235333,0.003791299,1775,1364,1099,861,1546,1066,830
UBE2M,0.12359371,7.035796427,33.48138732,7.19E-09,0.002896098,0.002367727,3622,2589,3038,2594,3744,2972,2739
MROH6,0.379127755,3.792378939,33.43561131,7.37E-09,0.00624395,0.006355931,340,268,293,246,428,401,267
SNX30,-0.17220481,6.026682069,33.40671097,7.48E-09,0.003167703,0.00397698,1940,1867,1227,1204,1720,1471,1199
TP53I3,-0.134368957,6.789428732,33.20084148,8.31E-09,0.00300731,0.002860284,2906,3063,2545,2097,2540,2644,2083
CECR5,0.159483581,6.316623478,33.19247083,8.35E-09,0.003124097,0.003456156,1839,1598,1929,1735,2115,1881,1709
SLC38A10,0.114040594,7.219909603,33.12165463,8.66E-09,0.002790514,0.002769337,3941,3439,2966,2873,3905,4136,2922
ZNF254,-0.170906554,6.087885161,33.10376316,8.74E-09,0.003158381,0.003132963,1970,1621,1581,1451,1814,1355,1247
PFDN5,-0.12370617,6.976108717,32.91806909,9.61E-09,0.002926403,0.002933867,3873,3203,2644,2340,3517,2705,2297
LRIG2,-0.19250021,5.678795336,32.91667021,9.62E-09,0.003239942,0.002729751,1687,1284,974,1012,1440,1116,878
WNK3,-0.135928819,6.660740407,32.57656356,1.15E-08,0.00304999,0.003363902,3046,2912,1857,1788,2804,2395,1758
CCDC167,0.224021843,5.301587834,32.54991311,1.16E-08,0.003399963,0.003476026,912,688,898,914,1069,864,965
RSBN1L,-0.180304376,5.900780366,32.52401528,1.18E-08,0.003189014,0.002785481,1886,1352,1390,1229,1595,1253,1036
ZNF721,-0.16879771,6.055851425,32.5224175,1.18E-08,0.003163204,0.004171642,1968,1668,1268,1438,1798,1276,1377
CSNK2A3,-0.166559343,6.153035091,32.51318984,1.18E-08,0.00314879,0.002599199,1971,1641,1699,1591,1701,1485,1390
FAM117B,-0.150830927,6.413255723,32.49176323,1.20E-08,0.003107508,0.002909938,2327,2144,1855,1834,2106,1811,1691
DPM2,0.202100214,5.589109246,32.48642959,1.20E-08,0.003267867,0.003154979,1212,948,1108,946,1228,1156,1144
ARL4C,0.24518262,5.005282671,32.3486519,1.29E-08,0.003631831,0.003995561,892,542,690,638,900,708,812
TRABD,0.191829546,5.74412465,32.29682996,1.32E-08,0.003222595,0.003848307,1321,1039,1327,1080,1430,1358,1091
NOL6,0.133573365,6.758435641,32.29628187,1.32E-08,0.003018571,0.003970097,2821,2088,2413,2333,2917,2690,2233
MIB2,0.187524956,5.779950527,32.27921791,1.34E-08,0.003214007,0.005189271,1538,1050,1246,1016,1416,1450,1184
PUSL1,0.237748026,5.122723513,32.25556864,1.35E-08,0.003525771,0.003609701,890,630,860,682,966,843,752
PRDM10,-0.174012859,5.97110442,32.23118075,1.37E-08,0.003176666,0.002761945,1875,1537,1287,1326,1528,1401,1216
ZDHHC17,-0.105019281,7.415759388,32.1666225,1.42E-08,0.002660637,0.002989651,5079,4358,3563,3246,4812,3656,3159
SETD8,0.119883981,7.037548156,32.12982026,1.44E-08,0.002895178,0.002440969,3495,3058,2752,2433,3735,3411,2492
KIAA1671,-0.173122305,5.998453527,32.12801396,1.44E-08,0.003172183,0.003143358,1713,1714,1357,1339,1447,1439,1293
FLOT1,0.103857794,7.486398119,32.10130027,1.46E-08,0.002610004,0.003317807,4272,3958,4100,3790,4480,4758,3532
FAM65A,0.11301427,7.214825167,32.09878991,1.47E-08,0.002793659,0.002365149,4157,3156,3224,2817,4161,3650,2994
MVK,0.156375782,6.320511564,32.09060804,1.47E-08,0.00312347,0.00405824,1867,1678,1901,1658,1898,2195,1642
ZNF213,0.22749826,5.208231423,32.08068552,1.48E-08,0.003460692,0.003556739,936,882,817,580,965,1058,752
ZDHHC8,0.131594255,6.794871345,32.01202864,1.53E-08,0.003005266,0.00405395,3047,2222,2614,2132,2924,2919,2158
TOB1,-0.237564951,5.020837614,32.00609743,1.54E-08,0.003616589,0.003744084,1165,802,585,616,858,733,567
KBTBD6,-0.161029388,6.172186225,32.00548788,1.54E-08,0.00314599,0.002593922,2227,1866,1474,1378,1898,1676,1253
DVL1,0.148907041,6.46699474,31.9611494,1.57E-08,0.003097152,0.004173952,2342,1590,2268,1805,2285,2126,1864
MAP9,-0.164032204,6.098575631,31.94739468,1.58E-08,0.003156792,0.005605237,2025,2108,1335,1135,2005,1548,1086
SORL1,-0.150598674,6.41963751,31.92607641,1.60E-08,0.003106327,0.00409821,2071,2207,1980,1932,1986,1726,1819
USB1,0.117661327,7.108225346,31.84770414,1.67E-08,0.002856662,0.002318269,3568,2879,3104,2806,3591,3290,3030
ITGA4,-0.14450957,6.484309107,31.77761855,1.73E-08,0.003093603,0.003776067,3195,1839,2022,1687,2719,1507,1747
MIR5047,-0.245251353,4.91374138,31.76823828,1.74E-08,0.003729556,0.003899922,993,901,549,516,835,801,370
ELMOD2,-0.128034735,6.83676792,31.76820223,1.74E-08,0.002988879,0.003688836,3370,2968,2497,2157,3234,2377,2053
COL19A1,-0.572461036,2.518045781,31.61212153,1.88E-08,0.010590945,0.034385587,115,296,89,79,93,130,105
SH3GLB2,0.155982324,6.302462738,31.48815362,2.01E-08,0.003126358,0.00333532,2040,1437,1929,1661,2062,1828,1758
AAGAB,0.113842981,7.163326979,31.43814897,2.06E-08,0.002824806,0.002227129,3817,3195,3038,2760,3976,3444,3015
GLMN,-0.184543826,5.773307003,31.41285923,2.09E-08,0.003215554,0.00345331,1656,1343,1215,1125,1531,1097,948
RNF144A,-0.11294548,7.171855323,31.3516924,2.15E-08,0.002819738,0.002270084,4209,3557,2971,2946,3776,3378,2621
POGLUT1,-0.216274352,5.32611756,31.29194153,2.22E-08,0.003385641,0.002907156,1262,1004,950,757,1011,885,670
EHD1,0.123163052,6.903886823,31.27048769,2.24E-08,0.002960278,0.0039077,3623,2691,2451,1965,3335,3452,2108
ARL4A,-0.129368769,6.825005451,31.24281197,2.28E-08,0.002993595,0.004000281,2913,2585,2605,2683,2733,2015,2636
IPO4,0.133566963,6.71764403,31.19291931,2.34E-08,0.003032416,0.003858177,2792,1961,2431,2243,2785,2556,2231
SMIM13,-0.13964842,6.522370673,31.18836442,2.34E-08,0.003085398,0.004358345,2848,2633,1767,1558,2736,2047,1516
CENPA,0.212018467,5.377501291,31.16393642,2.37E-08,0.003357682,0.002927175,1153,792,980,756,1259,978,845
RRAS2,0.149761207,6.317791204,31.02011859,2.55E-08,0.003123909,0.002756954,2435,1592,1567,1484,2693,1766,1555
ZNF428,0.112450319,7.184694704,31.00594584,2.57E-08,0.00281204,0.002229482,3634,3306,3062,2937,3801,3653,3095
PLEKHH3,0.190598366,5.658702421,30.98793424,2.60E-08,0.003245759,0.003082389,1347,1014,1073,985,1430,1269,1068
BRMS1L,-0.18899279,5.684091423,30.86517795,2.77E-08,0.003238448,0.004804274,1527,1355,1129,985,1291,1034,1022
CDH8,-0.250215281,4.90371104,30.81869208,2.83E-08,0.003741136,0.004328003,879,755,710,615,659,603,605
TMEM159,0.330477056,4.062979317,30.80434069,2.85E-08,0.005427816,0.004492111,423,326,347,305,546,395,365
DIS3,-0.107776063,7.289616278,30.78747938,2.88E-08,0.002746192,0.002447013,4556,3808,3327,3170,4125,3376,3058
ARL6IP5,-0.132430852,6.681132784,30.77969757,2.89E-08,0.003043915,0.00284316,3178,2753,2175,1773,2828,2366,1737
NCAPH,-0.113702919,7.197691995,30.72917169,2.97E-08,0.002804165,0.002227356,3791,3179,3743,3388,3343,3032,3080
SEC22B,-0.132881947,6.657976696,30.68575417,3.03E-08,0.003050795,0.002696077,3216,2536,2055,1881,2888,2193,1778
BORA,0.206193203,5.43871761,30.63930599,3.11E-08,0.00332775,0.003408784,1169,942,1039,701,1253,1042,904
PTCHD4,-0.130188933,6.704605572,30.58116604,3.20E-08,0.003036617,0.005763929,3509,2514,2031,1898,2959,1977,2189
AIMP1,0.145192177,6.411314785,30.53985315,3.27E-08,0.003107865,0.002742793,2268,1832,1717,1674,2449,1933,1916
PRKAB2,-0.157160674,6.186658799,30.52182087,3.30E-08,0.003143871,0.003155477,2182,1930,1552,1357,1866,1636,1338
PIF1,0.223234359,5.233254332,30.47653978,3.38E-08,0.003443407,0.00579651,954,725,991,692,1021,1042,669
CARS2,0.182996179,5.798654812,30.45625115,3.41E-08,0.003209759,0.002977766,1401,1110,1404,1065,1480,1369,1158
ARL6IP6,-0.116204872,7.104815999,30.44358045,3.44E-08,0.002858581,0.002351539,3723,3079,3422,3035,3403,2874,2680
ABCA3,0.264731157,4.747025226,30.43762324,3.45E-08,0.003946697,0.005282789,565,507,640,585,582,745,644
CIT,0.113241083,7.153580213,30.43289577,3.46E-08,0.002830554,0.002235219,3721,2926,3242,2917,3908,3174,3123
LRCH2,-0.248947551,4.846408072,30.34145082,3.62E-08,0.003810799,0.003238394,957,752,612,529,761,621,474
DCUN1D4,-0.121066185,6.922243741,30.22408814,3.85E-08,0.002951966,0.003143409,3507,3064,2553,2445,3369,2563,2244
HPS5,-0.152091194,6.241907451,30.20047826,3.90E-08,0.003135684,0.003806845,2302,2042,1467,1426,2100,1625,1396
ZNF300,-0.187652854,5.678339436,30.17060708,3.96E-08,0.003240071,0.00342507,1365,1321,1097,1144,1236,1059,1027
SERINC2,0.122489164,6.894678825,30.14139938,4.02E-08,0.002964369,0.004034472,3562,2334,2659,2177,3263,3022,2378
CDKN2D,0.363204354,3.77416208,30.13770578,4.02E-08,0.006302626,0.004606409,320,289,287,234,392,366,313
C9orf69,0.159852772,6.151634865,30.12752311,4.05E-08,0.003148995,0.004240291,1766,1337,1599,1569,1790,1788,1577
DPP8,-0.153614287,6.214789118,30.10268831,4.10E-08,0.003139728,0.003787428,2224,1874,1452,1544,2091,1483,1426
ZNF654,-0.179767574,5.723099323,30.04833316,4.21E-08,0.003227929,0.006728938,1689,1619,921,841,1533,1162,917
PGLS,0.150074963,6.327719754,30.01974229,4.28E-08,0.0031223,0.003755688,2033,1708,1879,1558,2059,2191,1559
MAP3K2,-0.116890831,6.99400013,29.97162157,4.38E-08,0.002917533,0.004602714,3469,3411,2336,2691,3352,2629,2734
VASP,0.102559005,7.40681753,29.84318429,4.68E-08,0.002666913,0.003214417,4878,3156,3943,3449,4762,3944,3443
PRRG1,-0.206264741,5.308830689,29.78487561,4.83E-08,0.003395667,0.00391539,1441,1052,717,664,1264,809,618
POLDIP2,0.115917151,7.035933325,29.76448496,4.88E-08,0.002896026,0.002912318,3492,2746,2815,2679,3600,3290,2646
SDK1,0.125400538,6.794028705,29.75955425,4.89E-08,0.003005583,0.002956428,3273,2248,2340,2077,3218,2755,2195
RBBP9,-0.178358353,5.786293411,29.74584209,4.93E-08,0.003212549,0.003867379,1578,1464,1136,1126,1393,1149,1094
CXorf23,-0.215355137,5.213427936,29.74550503,4.93E-08,0.003457039,0.00377503,1171,1046,708,680,1009,816,636
ATP6V0E2,0.182051946,5.77087845,29.72312236,4.98E-08,0.003216125,0.004788821,1458,915,1328,1156,1450,1286,1212
KCNK12,0.466765669,3.214581034,29.69076548,5.07E-08,0.008251339,0.017770516,196,53,321,237,286,130,244
BCL7C,0.145506838,6.385681198,29.68060046,5.09E-08,0.003112479,0.00574035,2158,1703,1870,1723,2282,2286,1530
RNF139,-0.179568106,5.781970264,29.6719609,5.12E-08,0.003213541,0.003519536,1449,1427,1199,1226,1365,1191,1022
APLNR,-0.556447314,2.528436816,29.6377609,5.21E-08,0.010561399,0.009657496,142,237,111,105,96,178,53
SCN3A,-0.288548929,4.363746766,29.5880118,5.34E-08,0.004663996,0.012769653,590,685,368,370,549,395,386
HELLS,0.11002071,7.179919003,29.52808252,5.51E-08,0.002814913,0.002866848,3603,3075,3025,3162,4001,3041,3438
TPP1,-0.123312698,6.795282161,29.5042194,5.58E-08,0.003005111,0.002669564,3464,3129,2044,1895,3060,2761,1868
CNPPD1,0.189624207,5.609672219,29.50253573,5.58E-08,0.003261004,0.003094575,1181,1075,1041,961,1316,1307,1002
ZZEF1,0.113299458,7.045505174,29.49769518,5.60E-08,0.002890978,0.002475552,3799,3144,2421,2316,3747,3501,2635
FAM189B,0.119745051,6.947105755,29.49361155,5.61E-08,0.002940383,0.004136335,3113,2687,2775,2461,2938,3494,2443
TCF7L1,0.115084595,7.013821947,29.38258225,5.94E-08,0.002907491,0.003078576,3950,2539,2624,2452,3771,3127,2641
MFAP3,-0.104678672,7.296083868,29.27174393,6.29E-08,0.002741968,0.002763248,4650,4044,3392,2920,4361,3476,2815
ZBED6,-0.139790728,6.420202227,29.09958151,6.88E-08,0.003106222,0.00288465,2584,2174,1529,1795,2361,1855,1650
NDOR1,0.137912894,6.525627356,29.01220278,7.19E-08,0.003084668,0.004464524,2268,1850,2135,1972,2341,2419,1860
HCFC1R1,0.174947072,5.814739064,28.94091052,7.46E-08,0.003206227,0.006762202,1529,1117,1257,1082,1495,1634,1026
TSEN34,0.135141017,6.602792234,28.85636048,7.79E-08,0.003065985,0.00317741,2399,1862,2463,2055,2433,2316,2100
HNMT,-0.317944139,3.951171602,28.76676092,8.16E-08,0.00575167,0.006012894,687,459,216,189,540,327,184
TMEM136,-0.165406868,5.984772369,28.76423827,8.17E-08,0.003174406,0.00269137,1812,1618,1513,1235,1558,1486,1063
DBF4B,0.16820654,5.942252646,28.7347945,8.30E-08,0.003181576,0.003248662,1481,1349,1467,1182,1631,1632,1191
SGSM3,0.138433057,6.491032582,28.71012358,8.41E-08,0.003092195,0.003473708,2357,1742,2054,1885,2427,2190,1882
GLIS3,0.17467718,5.729404736,28.67911049,8.54E-08,0.003226305,0.004061237,1738,1038,903,936,1735,1391,997
OLFML2B,0.32236906,4.069876052,28.65690108,8.64E-08,0.005408505,0.005469361,394,297,376,341,421,437,417
PCMTD1,-0.153967921,6.137954963,28.6328371,8.75E-08,0.003150996,0.003853174,2169,1748,1391,1426,1940,1383,1410
PPP4C,0.101672577,7.383408116,28.62513709,8.78E-08,0.002683197,0.002594805,4258,3488,3865,3452,4216,4130,3521
RNF13,-0.176961128,5.727953849,28.53155498,9.22E-08,0.003226677,0.003370164,1656,1519,1074,885,1397,1270,877
TUFT1,0.230719203,4.974005581,28.48203966,9.46E-08,0.003663651,0.003094235,843,599,618,628,918,750,727
PXDC1,0.1296476,6.667932217,28.44550764,9.64E-08,0.003047875,0.003493123,2842,1784,2392,2160,2946,2247,2120
ZNF85,-0.180559995,5.683251047,28.43584757,9.69E-08,0.003238684,0.003450408,1501,1317,1057,1074,1346,1054,988
KCNQ1OT1,-0.187126345,5.505141226,28.43251552,9.70E-08,0.003299071,0.002841708,1640,1211,737,784,1355,1117,672
MGC2752,0.113089412,7.046466717,28.30313077,1.04E-07,0.002890468,0.00257772,3535,2804,2941,2577,3423,3216,2880
TRPC1,-0.176906612,5.73794761,28.22200209,1.08E-07,0.003224138,0.002969264,1536,1377,1140,1105,1380,1186,942
EFHD2,0.214890529,5.185839894,28.20346041,1.09E-07,0.003476817,0.003421513,978,705,810,693,1063,909,747
HAX1,0.140442932,6.380557273,28.17857398,1.11E-07,0.00311338,0.003007827,2360,1828,1685,1515,2389,2227,1585
HEATR2,0.121844945,6.843259146,28.16435787,1.11E-07,0.002986238,0.00268607,3066,2219,2729,2337,2993,2615,2574
EIF1B,-0.135205389,6.50494266,28.08938115,1.16E-07,0.003089227,0.002645659,2800,2291,2047,1662,2526,2023,1512
CACNB3,0.135973692,6.48183396,28.07440631,1.17E-07,0.003094117,0.003345994,2465,2009,1912,1595,2464,2501,1618
MUS81,0.12030977,6.859743793,28.0275467,1.20E-07,0.002979409,0.003391084,3090,2392,2721,2302,3242,2909,2196
NDUFV1,0.123423974,6.767357592,27.99497771,1.22E-07,0.003015395,0.002749644,2887,2284,2332,2207,2965,2719,2248
SCARF1,0.263363474,4.582614663,27.95713967,1.24E-07,0.004217161,0.00428355,659,478,519,405,714,551,559
ZNF226,-0.220172728,5.084343179,27.93400514,1.26E-07,0.003558201,0.003030399,1008,982,709,615,830,824,555
TCEAL7,-0.127207646,6.642566011,27.83955274,1.32E-07,0.003055203,0.003751304,3358,2502,2103,1686,3001,2048,1751
HCFC2,-0.274799413,4.387783462,27.83730166,1.32E-07,0.004610246,0.003565479,717,586,347,397,577,476,332
ZNF281,-0.122471934,6.773146994,27.82391606,1.33E-07,0.003013306,0.00270234,3063,2876,2279,2170,2774,2494,2088
RP2,-0.13054214,6.566980861,27.80325515,1.34E-07,0.003075002,0.003472874,3037,2413,1937,1711,2741,1986,1717
ZBTB46,-0.123998451,6.723859345,27.77208677,1.36E-07,0.003030377,0.002915315,3238,2717,2267,1953,3078,2373,1701
LSAMP,-0.113906605,6.947428818,27.75771004,1.37E-07,0.00294023,0.004210068,4268,2833,2469,2244,3814,2273,2404
ZNF250,-0.206030179,5.242454499,27.75695701,1.38E-07,0.003437242,0.002995451,1158,1043,709,742,987,878,653
TXNIP,0.110726273,7.017414695,27.73960365,1.39E-07,0.002905647,0.002776381,4140,2632,2383,2365,4052,2849,2808
CBR4,-0.171947834,5.811098318,27.73343312,1.39E-07,0.003207017,0.004211966,1624,1349,1275,1202,1525,1033,1095
ZNF776,-0.14530735,6.269651705,27.72830882,1.40E-07,0.003131471,0.002913091,2279,1910,1555,1599,1922,1683,1560
LGALS3BP,-0.296797922,4.195408829,27.72368789,1.40E-07,0.005071292,0.005866444,802,328,408,337,575,335,260
PPIE,0.177621934,5.708232478,27.70163844,1.42E-07,0.003231839,0.002834241,1338,1079,1109,1042,1421,1205,1235
RHOG,0.214417158,5.170009828,27.67108041,1.44E-07,0.003488601,0.003122038,941,738,812,662,1015,924,741
RHOBTB1,-0.121008474,6.773574167,27.64082523,1.46E-07,0.003013151,0.003285729,3408,2746,2156,2103,3171,2261,2049
ENTPD7,-0.108403035,7.083168007,27.62331304,1.47E-07,0.002870626,0.002541137,4092,3627,2607,2513,3846,3220,2296
RIN1,0.188745931,5.536484161,27.53629243,1.54E-07,0.0032868,0.003003828,1258,971,1089,805,1296,1152,963
FAM179B,-0.187700007,5.516740154,27.52969667,1.55E-07,0.00329444,0.003258484,1375,1280,952,840,1227,1048,753
NFYC,0.12125279,6.804898405,27.51172804,1.56E-07,0.003001449,0.002374239,2929,2357,2479,2232,2968,2655,2448
ZNF358,0.120533585,6.840246284,27.4804441,1.59E-07,0.002987467,0.004480829,2857,2377,2714,2362,2773,3131,2258
EDC4,0.103846371,7.246315405,27.43425042,1.63E-07,0.002773987,0.00281955,4017,3249,3364,3014,3857,3906,3147
SCMH1,0.139018114,6.404157834,27.41893085,1.64E-07,0.003109172,0.003366468,2394,1453,1886,1823,2389,1847,1915
TSC22D4,0.156566682,6.066481246,27.37473371,1.68E-07,0.003161592,0.003411254,1829,1326,1564,1278,1834,1689,1351
ZNF337,-0.161960264,5.932897072,27.37311795,1.68E-07,0.003183212,0.003218559,1820,1622,1213,1182,1457,1458,1167
LRRTM2,-0.373777306,3.520880131,27.32029058,1.72E-07,0.007156925,0.021175442,343,407,206,181,226,241,244
NOVA1,-0.120505574,6.811430056,27.3056636,1.74E-07,0.002998927,0.002502868,3417,2404,2554,2403,2995,2146,2312
RAC3,0.193655129,5.470057107,27.29419971,1.75E-07,0.00331375,0.004484079,1175,787,1092,890,1195,1090,932
GPSM2,0.183482808,5.569949522,27.27290455,1.77E-07,0.003274527,0.003357225,1354,994,972,839,1401,1102,1064
ZNF253,-0.166104207,5.879539356,27.26681051,1.77E-07,0.003193023,0.002957949,1743,1452,1308,1193,1495,1237,1126
RHOT2,0.111161535,7.060226382,27.24873966,1.79E-07,0.002883115,0.003493739,3370,2675,3121,2842,3286,3376,2820
PITPNM2,0.169371699,5.805018792,27.21326084,1.82E-07,0.003208349,0.003584902,1433,1306,1161,1006,1458,1665,1040
CDH10,-0.167084829,5.785605281,27.20661365,1.83E-07,0.003212707,0.004108677,2024,1405,1003,907,1748,1118,931
GLTSCR1,0.130002789,6.581295625,27.18646432,1.85E-07,0.003071472,0.005342243,2681,1905,2165,1858,2566,2614,1778
TK1,0.113225954,7.006644519,27.13390836,1.90E-07,0.002911153,0.003887248,3145,2510,3028,2868,3149,3213,2746
ABHD4,-0.188940788,5.479549206,27.1145823,1.92E-07,0.003309677,0.002982033,1268,1283,895,844,1017,1141,787
PTBP2,-0.1251825,6.665679471,27.10178313,1.93E-07,0.003048541,0.003740403,2790,2663,2016,2115,2636,2139,2076
ZNF660,-0.260766169,4.548664539,27.07952479,1.95E-07,0.004280097,0.003384806,715,572,455,540,589,468,447
ERI3,0.128489431,6.626651502,27.07079753,1.96E-07,0.003059618,0.002885522,2598,2016,2315,1957,2587,2440,2063
LOC400940,-0.511837585,2.698898034,27.03554761,2.00E-07,0.010044286,0.008769564,131,215,143,168,95,130,133
TFEC,0.396083375,3.156954614,26.99649129,2.04E-07,0.008459502,0.007063189,396,157,77,78,469,217,125
SPAG7,-0.137127795,6.436624607,26.98228257,2.05E-07,0.00310312,0.003612263,2509,1831,2034,1967,2072,1934,1653
FLVCR1,-0.133374857,6.529394886,26.92061963,2.12E-07,0.003083819,0.002745695,2488,2148,2298,2006,2296,1937,1744
USP36,0.15681544,6.015756219,26.78872677,2.27E-07,0.003169421,0.003473816,1730,1311,1403,1282,1764,1667,1325
PYCR2,0.138217145,6.396082962,26.76854286,2.29E-07,0.003110629,0.002960648,2249,1664,1961,1685,2311,2019,1747
CLPX,-0.14768577,6.181232679,26.71119248,2.36E-07,0.003144666,0.002827367,2172,1686,1589,1547,1958,1545,1307
NDUFAF3,0.151441582,6.1258545,26.68793947,2.39E-07,0.00315277,0.002649784,1914,1304,1618,1412,2022,1521,1524
GLRX5,0.1277836,6.59922468,26.5574887,2.56E-07,0.003066911,0.002572797,2507,1935,2097,2080,2729,2082,2217
ARHGAP27,0.41256887,3.315270263,26.54459038,2.58E-07,0.007887885,0.00643052,173,167,257,225,246,229,269
TUBG1,0.102977747,7.220927326,26.49016944,2.65E-07,0.002789883,0.002495333,3936,3163,3357,3002,4049,3642,3015
C3orf37,0.142262968,6.300566564,26.44301869,2.71E-07,0.003126658,0.002642718,1975,1601,1821,1635,2127,1817,1732
TTC30A,-0.28013098,4.306983351,26.41080319,2.76E-07,0.004795366,0.004046667,641,527,414,387,538,412,312
FAM83D,0.132680483,6.51273428,26.39930642,2.78E-07,0.00308753,0.002645954,2411,1817,2266,1776,2519,1940,2031
LRIF1,-0.158650295,5.941335909,26.38778043,2.79E-07,0.003181735,0.004297781,1924,1634,1356,1089,1883,1297,920
RAP2C,-0.123889815,6.642697189,26.38765499,2.79E-07,0.003055166,0.003295242,3026,2604,1986,1895,2811,2156,1842
PRR7,0.237505471,4.835731367,26.38498799,2.80E-07,0.003824458,0.006146518,723,538,709,543,754,799,547
GRIA4,0.386360302,3.554606194,26.382167,2.80E-07,0.00703959,0.005339133,183,166,338,297,232,203,401
GUCD1,0.101464214,7.24776145,26.35166701,2.85E-07,0.002773073,0.003034617,4113,3054,3272,3189,4031,3738,3195
ESPL1,0.118260782,6.827430887,26.22502784,3.04E-07,0.00299263,0.002974815,2776,2357,2677,2406,2946,2783,2353
SCARB1,0.115520454,6.884337356,26.21092633,3.06E-07,0.002968901,0.00469613,3340,2087,2810,2486,3298,2795,2355
SPTBN2,0.156958265,6.04085806,26.16804543,3.13E-07,0.003165502,0.002981526,1666,1010,1703,1542,1785,1236,1613
TGFB1I1,0.113020278,6.907471409,26.1269724,3.20E-07,0.002958671,0.003145077,3536,2550,2584,2160,3452,3141,2199
MAD2L2,0.128114922,6.591994578,26.07771776,3.28E-07,0.00306877,0.003473134,2389,1907,2270,2069,2363,2407,2102
