Gene symbol,mean(ASD) - mean(CTRL),p-value,q-value,Neurogenesis,SFARI
IARS2,-0.363554956,0.005829662,0.039697997,FALSE,FALSE
ICAM2,0.37393499,0.00464988,0.03538803,FALSE,FALSE
IDE,-0.41021845,0.001850324,0.022496967,FALSE,FALSE
IDH1,-0.672176241,2.47E-07,0.000303307,FALSE,FALSE
IDH3G,0.366130414,0.002899801,0.027728136,FALSE,FALSE
IFIT5,-0.362391508,0.006127989,0.040678886,FALSE,FALSE
IFNG,0.40839131,0.002079667,0.023929401,FALSE,FALSE
IFRD1,0.303160215,0.005532681,0.03884045,FALSE,FALSE
IFT172,0.469271546,0.000359356,0.0102939,FALSE,FALSE
IIP45,0.406544164,0.001073941,0.016942157,FALSE,FALSE
IK,-0.467969133,0.000368275,0.010359563,FALSE,FALSE
IL10,0.498502725,0.000146693,0.006688293,FALSE,FALSE
IL11RA,0.485799875,1.55E-05,0.002188103,FALSE,FALSE
IL12RB2,0.392751992,0.003033848,0.028527563,FALSE,FALSE
IL17RD,0.429545362,0.000107971,0.005750206,FALSE,FALSE
IL18,0.365446681,0.005580979,0.038873421,FALSE,FALSE
IL1RAPL1,0.396414663,0.002742103,0.026838646,FALSE,TRUE
IL22,0.3693991,0.005193928,0.037738925,FALSE,FALSE
IL22RA1,-0.413660981,0.001701093,0.02156929,FALSE,FALSE
IL2RG,0.396572736,0.002609589,0.02637313,FALSE,FALSE
IL4I1,0.436596209,0.000363274,0.010347736,FALSE,FALSE
ILF2,-0.363915274,0.005732773,0.039406961,FALSE,FALSE
IMPA2,-0.379030145,0.004017579,0.032685922,FALSE,FALSE
INPPL1,0.473209827,0.00031732,0.009715516,FALSE,FALSE
IPO9,0.37568938,0.004428265,0.034464098,FALSE,FALSE
IPP,0.457878842,0.000512263,0.011664469,FALSE,FALSE
IQCE,0.424861263,0.0012538,0.0180938,FALSE,FALSE
IRAK4,0.349537779,0.008301603,0.047785751,FALSE,FALSE
IRF3,0.438213039,0.000867736,0.015435611,FALSE,FALSE
ISCU,-0.346006415,0.00880951,0.049383936,FALSE,FALSE
ISYNA1,0.518221928,8.20E-05,0.005310573,FALSE,FALSE
ITGA3,0.304269817,0.008111567,0.047113182,FALSE,FALSE
ITGB1,0.309543544,0.001270129,0.0181442,FALSE,FALSE
ITGB1BP1,-0.267615831,0.002717515,0.026765566,FALSE,FALSE
ITGB4,0.285318228,0.005246309,0.037865898,FALSE,FALSE
ITK,0.345973895,0.008916849,0.049655512,FALSE,FALSE
ITM2C,-0.344352945,0.008935376,0.049733371,FALSE,FALSE
JMY,0.361365951,0.006256696,0.041045693,FALSE,FALSE
JPH3,-0.349467173,0.008131463,0.047203688,FALSE,FALSE
JUND,0.396503422,0.002612872,0.02637313,FALSE,FALSE
K-ALPHA-1,-0.358463643,0.006632122,0.04219322,FALSE,FALSE
KATNA1,-0.376941811,0.004218262,0.033424003,FALSE,FALSE
KCNB2,0.382236917,0.004080365,0.03290317,FALSE,FALSE
KCNH3,0.436666251,0.000946273,0.016064181,FALSE,FALSE
KCNH6,0.465923615,8.13E-05,0.005310573,FALSE,FALSE
KCNK6,0.499495222,0.00015116,0.006780369,FALSE,FALSE
KCNQ3,0.374658149,0.004538058,0.034943072,FALSE,FALSE
KCTD10,-0.492417201,0.000176133,0.007097846,FALSE,FALSE
KCTD13,0.536142002,4.52E-05,0.003803946,FALSE,TRUE
KCTD7,0.572536232,1.35E-05,0.002041689,FALSE,FALSE
KCTD9,0.399456787,0.002418075,0.025876082,FALSE,FALSE
KHDRBS1,-0.373924351,0.004548754,0.034978897,FALSE,FALSE
KIAA0090,0.35324628,0.007542984,0.045251914,FALSE,FALSE
KIAA0100,0.36280569,0.005974519,0.040247679,FALSE,FALSE
KIAA0195,0.395950071,0.002688009,0.026666979,FALSE,FALSE
KIAA0196,-0.397322089,0.002576474,0.026366888,FALSE,FALSE
KIAA0265,-0.377452372,0.004235975,0.033471457,FALSE,FALSE
KIAA0274,0.356600593,0.006916799,0.043274687,FALSE,FALSE
KIAA0368,0.382119733,0.003809505,0.031662186,FALSE,FALSE
KIAA0408,0.346260396,0.00887287,0.049511391,FALSE,FALSE
KIAA0415,0.440726055,0.000820318,0.014914497,FALSE,FALSE
KIAA0427,0.426340645,0.001210043,0.01784496,FALSE,FALSE
KIAA0495,0.502454823,0.00013419,0.006326746,FALSE,FALSE
KIAA0514,0.350118785,0.008050778,0.046917854,FALSE,FALSE
KIAA0672,0.476786971,0.000295888,0.009317383,FALSE,FALSE
KIAA0683,0.466316603,0.000395839,0.010801718,FALSE,FALSE
KIAA0738,0.470439979,0.000342345,0.009989758,FALSE,FALSE
KIAA1212,0.439208421,0.000844767,0.015178822,FALSE,FALSE
KIAA1407,0.366278394,0.005518816,0.038835968,FALSE,FALSE
KIAA1434,0.390914804,0.0030392,0.028527563,FALSE,FALSE
KIAA1446,0.594481041,6.12E-06,0.0015153,FALSE,FALSE
KIAA1559,0.379771366,0.004011126,0.032682456,FALSE,FALSE
KIAA1632,0.40937763,0.001898535,0.022854802,FALSE,FALSE
KIAA1641,0.463495941,0.000432441,0.011047372,FALSE,FALSE
KIAA1751,0.430765273,0.001062969,0.016865197,FALSE,FALSE
KIAA1787,0.473462062,0.000318744,0.009715516,FALSE,FALSE
KIAA1797,-0.450349401,0.000624391,0.012989422,FALSE,FALSE
KIAA1826,-0.394200331,0.002776924,0.02703437,FALSE,FALSE
KIAA2013,0.523342829,6.78E-05,0.004784621,FALSE,FALSE
KIF12,0.3594592,0.006547071,0.041895706,FALSE,FALSE
KIF13B,-0.406694047,0.002040297,0.023725883,FALSE,FALSE
KIF4A,-0.474308488,0.000308191,0.009526536,FALSE,FALSE
KIF5C,0.464100535,0.000443284,0.011074562,FALSE,FALSE
KLF15,0.360882457,0.006313172,0.041317109,FALSE,FALSE
KLF9,-0.400441436,0.002443757,0.025927545,FALSE,FALSE
KLHDC2,-0.351050028,0.007915576,0.046618187,FALSE,FALSE
KLHL12,-0.34788302,0.008342105,0.047875088,FALSE,FALSE
KLHL20,-0.362582489,0.005946786,0.040168522,FALSE,FALSE
KLHL25,0.630192004,1.46E-06,0.000863842,FALSE,FALSE
KLHL8,0.415629434,0.001613982,0.020900683,FALSE,FALSE
KLHL9,-0.445965783,0.000731062,0.01408395,FALSE,FALSE
KLK15,0.335458319,0.000949076,0.016076336,FALSE,FALSE
KLRC3,0.371415509,0.000873164,0.015435611,FALSE,FALSE
KNG1,-0.347835034,0.008517064,0.048409421,FALSE,FALSE
KPNA2,0.38488274,0.00348713,0.030550922,FALSE,FALSE
KRT25C,0.381259095,0.003863407,0.031985747,FALSE,FALSE
KRT6IRS,0.356018742,0.007066399,0.043686117,FALSE,FALSE
KRT9,0.602686953,4.42E-06,0.001421933,FALSE,FALSE
KRTAP21-2,0.445981219,0.000740727,0.014155619,FALSE,FALSE
KRTCAP2,0.365648172,0.005534645,0.03884045,FALSE,FALSE
KYNU,-0.326848645,0.008060786,0.046917854,FALSE,FALSE
LACRT,0.373693744,0.004769531,0.035893743,FALSE,FALSE
LAIR1,0.349663517,0.002607283,0.02637313,FALSE,FALSE
LANCL1,-0.406276778,0.002068118,0.023826895,FALSE,FALSE
LARP2,0.364130033,0.000309414,0.009537404,FALSE,FALSE
LARS2,-0.406790735,0.002032172,0.023706979,FALSE,FALSE
LASP1,-0.478991494,0.000268425,0.008873885,FALSE,FALSE
LASS2,0.406915348,0.001729827,0.021757146,FALSE,FALSE
LASS5,0.38576868,0.003441615,0.030337475,FALSE,FALSE
LCN12,-0.436047539,0.000939457,0.016064181,FALSE,FALSE
LCOR,0.348966127,0.008144998,0.047232143,FALSE,FALSE
LDHB,-0.356870281,0.006857284,0.043124245,FALSE,FALSE
LDLRAP1,0.427511214,0.001224141,0.017928287,FALSE,FALSE
LENG4,0.390903339,0.003053508,0.028553464,FALSE,FALSE
LEP,0.513220578,9.28E-05,0.005486763,FALSE,FALSE
LEPREL1,0.428196004,0.001151513,0.017477535,FALSE,FALSE
LEPROTL1,-0.379061661,0.004086835,0.032917148,FALSE,FALSE
LGR4,0.378412129,0.004144039,0.033128983,FALSE,FALSE
LHFPL3,0.442318183,0.000797181,0.01471027,FALSE,FALSE
LHX1,0.361983276,0.006141431,0.040678886,FALSE,FALSE
LILRB1,0.496674232,0.000104187,0.005710947,FALSE,FALSE
LILRB2,0.454128981,0.000563549,0.012284191,FALSE,FALSE
LILRB3,0.787519712,9.34E-09,7.40E-05,FALSE,FALSE
LINCR,-0.386652706,0.003451359,0.030337475,FALSE,FALSE
LMOD3,0.440687671,0.000818742,0.014914497,FALSE,FALSE
LOC112869,0.500448176,0.000106375,0.005750206,FALSE,FALSE
LOC123688,0.394453162,0.002800446,0.027190791,FALSE,FALSE
LOC126295,0.476692212,0.000299136,0.009352302,FALSE,FALSE
LOC128439,0.52383691,6.68E-05,0.00478416,FALSE,FALSE
LOC134997,-0.347832215,0.008372646,0.04791742,FALSE,FALSE
LOC152485,0.363142972,0.005880677,0.039943889,FALSE,FALSE
LOC202134,0.497058839,0.000160108,0.006980021,FALSE,FALSE
LOC205251,-0.455482808,0.000560551,0.012263462,FALSE,FALSE
LOC219854,-0.472772035,0.000331726,0.009902657,FALSE,FALSE
LOC283130,0.36028988,0.006354497,0.041389531,FALSE,FALSE
LOC283514,0.411356229,0.001835542,0.022441908,FALSE,FALSE
LOC283874,0.414565959,0.001756182,0.021943136,FALSE,FALSE
LOC285074,0.42466039,0.00125924,0.0180938,FALSE,FALSE
LOC285989,0.331605109,0.004184576,0.033301774,FALSE,FALSE
LOC338799,0.414805017,0.001679831,0.021473871,FALSE,FALSE
LOC339344,-0.410270209,0.001844349,0.022496967,FALSE,FALSE
LOC347273,0.348683997,0.008342323,0.047875088,FALSE,FALSE
LOC349114,0.406915748,0.002009284,0.023638499,FALSE,FALSE
LOC375323,0.373215402,0.004717154,0.03567222,FALSE,FALSE
LOC390748,0.331856372,0.003933389,0.032410809,FALSE,FALSE
LOC391356,-0.429624737,0.001088573,0.016992529,FALSE,FALSE
LOC399744,0.353022985,0.007452404,0.045045126,FALSE,FALSE
LOC399900,0.352544983,0.007507171,0.0451857,FALSE,FALSE
LOC400464,0.372545257,0.00395339,0.032426546,FALSE,FALSE
LOC401152,0.572006466,1.31E-05,0.002041689,FALSE,FALSE
LOC440157,0.556885185,2.19E-05,0.002632504,FALSE,FALSE
LOC440396,0.548384704,2.99E-05,0.002965451,FALSE,FALSE
LOC442578,0.405282804,0.002094446,0.024048878,FALSE,FALSE
LOC492311,0.351860077,0.007779834,0.046191662,FALSE,FALSE
LOC493860,0.379904917,0.004196718,0.033325692,FALSE,FALSE
LOC51035,-0.370230503,0.005110568,0.037456563,FALSE,FALSE
LOC51333,0.431475833,0.001065003,0.016865197,FALSE,FALSE
LOC550631,0.494876783,0.000169312,0.007097846,FALSE,FALSE
LOC606724,0.418601963,0.001518597,0.020117827,FALSE,FALSE
LOC642316,0.404728306,0.002157677,0.024380624,FALSE,FALSE
LOC642947,0.459412937,0.000474589,0.011427439,FALSE,FALSE
LOC643516,-0.423272725,0.001321911,0.018521233,FALSE,FALSE
LOC646200,-0.628419743,1.48E-06,0.000863842,FALSE,FALSE
LOC648303,0.349015808,0.008343374,0.047875088,FALSE,FALSE
LOC649555,-0.395064136,0.002740728,0.026838646,FALSE,FALSE
LOC649588,-0.489858378,0.00019925,0.0075443,FALSE,FALSE
LOC650695,0.359323049,0.006488099,0.041762565,FALSE,FALSE
LOC652461,-0.362756819,0.005992807,0.040247679,FALSE,FALSE
LOC653101,-0.362899542,0.006090835,0.0405903,FALSE,FALSE
LOC653131,0.378532435,0.00413499,0.033123967,FALSE,FALSE
LOC653423,-0.458082667,0.000504621,0.01164137,FALSE,FALSE
LOC653490,0.575729798,1.18E-05,0.001929225,FALSE,FALSE
LOC653980,0.294294472,0.008524973,0.048409421,FALSE,FALSE
LOC723972,-0.352668916,0.007532026,0.045215995,FALSE,FALSE
LOC90586,0.458210319,0.000492063,0.011585064,FALSE,FALSE
LOC90639,0.476502617,0.000291692,0.009278632,FALSE,FALSE
LOC91461,0.393004047,0.0029014,0.027728136,FALSE,FALSE
LOC91614,-0.495387189,0.000167583,0.007097846,FALSE,FALSE
LOC92017,0.382028886,0.003769583,0.03161541,FALSE,FALSE
LONP2,0.433647398,0.000986987,0.016438594,FALSE,FALSE
LOX,0.369009376,0.005191041,0.037738925,FALSE,FALSE
LOXL4,0.421056101,0.001439532,0.019543609,FALSE,FALSE
LPP,0.442570577,0.000800792,0.014752036,FALSE,FALSE
LRAP,0.381746727,0.003777627,0.031627296,FALSE,FALSE
LRFN4,0.439570541,0.000841763,0.015149737,FALSE,FALSE
LRFN5,0.446965719,0.000732749,0.014091633,FALSE,TRUE
LRRC25,0.379416308,0.004157981,0.03321089,FALSE,FALSE
LRRC3,-0.350210264,0.008053468,0.046917854,FALSE,FALSE
LRRC32,0.395140444,0.002863042,0.027559066,FALSE,FALSE
LRRC3B,0.517138952,8.39E-05,0.005316132,FALSE,FALSE
LRRC47,-0.385625183,0.003432551,0.030334945,FALSE,FALSE
LRRC57,-0.358825933,0.0066064,0.042127545,FALSE,FALSE
LRRC8A,-0.374845433,0.004512733,0.034894699,FALSE,FALSE
LRRN5,0.369871262,0.000887908,0.015553319,FALSE,FALSE
LSDP5,0.405486037,0.002099779,0.024059627,FALSE,FALSE
LSM12,-0.396366299,0.00265535,0.026498573,FALSE,FALSE
LSM2,-0.40511452,0.002130168,0.024205058,FALSE,FALSE
LSM3,-0.383209155,0.003599274,0.031134581,FALSE,FALSE
LSMD1,-0.466446299,0.000390991,0.010698098,FALSE,FALSE
LSR,0.332908789,0.001438014,0.019543609,FALSE,FALSE
LSS,0.353546775,0.007391187,0.044908924,FALSE,FALSE
LUC7L2,0.396794671,0.002618234,0.02637313,FALSE,FALSE
LXN,-0.382391715,0.003713372,0.031487268,FALSE,FALSE
LY75,0.446316224,0.00069405,0.013684096,FALSE,FALSE
LY9,0.337334836,0.006391647,0.041513772,FALSE,FALSE
LYSMD2,-0.511502688,9.93E-05,0.005590696,FALSE,FALSE
M160,-0.398776867,0.002549164,0.026241166,FALSE,FALSE
MAD2L2,-0.435425241,0.000942613,0.016064181,FALSE,FALSE
MALL,0.429742672,0.00112679,0.017333122,FALSE,FALSE
MALT1,0.428059941,0.000476206,0.011427439,FALSE,FALSE
MAP1A,0.410628118,0.001864375,0.022567494,FALSE,FALSE
MAP2K1,-0.371005703,0.004868645,0.036329017,FALSE,FALSE
MAP3K4,0.405459621,0.000667255,0.013521251,FALSE,FALSE
MAP6D1,0.353399284,0.007399626,0.044908924,FALSE,FALSE
MAPK11,0.379211583,0.0008266,0.014950605,FALSE,FALSE
MAPK6,-0.416767558,0.001569837,0.02059715,FALSE,FALSE
MAPK7,0.33654274,0.001696876,0.021565795,FALSE,FALSE
MAPK8IP3,0.534478811,6.46E-06,0.001536803,FALSE,FALSE
MAPK9,-0.431768462,0.001035321,0.01678378,FALSE,FALSE
MAPKAP1,-0.431481392,0.000149462,0.006780369,FALSE,FALSE
MAPRE1,-0.412741735,0.001710729,0.021622932,FALSE,FALSE
MASA,-0.407882533,0.002005051,0.023638499,FALSE,FALSE
MATN1,0.368197963,0.005291439,0.038018282,FALSE,FALSE
MATN2,0.310728067,0.008551533,0.048535054,FALSE,FALSE
MBD3,0.367034754,0.005364938,0.038321464,FALSE,TRUE
MBD4,0.459171561,0.00048264,0.011483408,FALSE,TRUE
MBD5,0.350263972,0.008036201,0.046917854,FALSE,TRUE
MBD6,0.419235119,0.001463055,0.019764882,FALSE,FALSE
MBOAT2,0.375212648,0.004508103,0.034894699,FALSE,FALSE
MBTD1,0.572301005,1.32E-05,0.002041689,FALSE,FALSE
MCC,-0.390150564,0.003122485,0.028931373,FALSE,TRUE
MCEE,-0.350613687,0.007911353,0.046618187,FALSE,FALSE
MCM8,0.371019488,0.001526939,0.020179481,FALSE,FALSE
MDH1,-0.352659413,0.007506173,0.0451857,FALSE,FALSE
MDH2,-0.407596945,0.001994762,0.023638499,FALSE,FALSE
MDS032,0.546636695,3.17E-05,0.003019906,FALSE,FALSE
MEF2C,0.406154728,0.002067203,0.023826895,FALSE,TRUE
MELK,-0.389489082,0.003144123,0.029015644,FALSE,FALSE
MEN1,0.285147404,0.002333767,0.025614205,FALSE,FALSE
METT11D1,0.321934864,0.007190369,0.044158585,FALSE,FALSE
METTL3,-0.346895707,0.008714185,0.049030255,FALSE,FALSE
MFAP1,-0.349247532,0.008057597,0.046917854,FALSE,FALSE
MGA,0.399677941,0.002426962,0.025909416,FALSE,FALSE
MGC13017,0.404028318,0.002145726,0.024356554,FALSE,FALSE
MGC13114,0.41038498,0.00135842,0.018863683,FALSE,FALSE
MGC13170,0.399104014,0.001244163,0.018032204,FALSE,FALSE
MGC15523,0.290285029,0.003707314,0.031487268,FALSE,FALSE
MGC15912,0.442797012,0.000790853,0.014670794,FALSE,FALSE
MGC16703,0.500944484,0.000138457,0.006466571,FALSE,FALSE
MGC17330,0.416174908,0.001606831,0.020882225,FALSE,FALSE
MGC21675,0.391388005,0.003030297,0.028527563,FALSE,FALSE
MGC22793,0.362399655,0.006055555,0.040494801,FALSE,FALSE
MGC27121,0.378886338,0.00410578,0.032985037,FALSE,FALSE
MGC2747,-0.391873433,0.002983596,0.028193565,FALSE,FALSE
MGC29506,0.352604913,0.00760199,0.045481226,FALSE,FALSE
MGC29891,0.362390472,0.005975787,0.040247679,FALSE,FALSE
MGC3121,0.424453812,0.00126075,0.0180938,FALSE,FALSE
MGC33407,-0.349769112,0.008255888,0.047647929,FALSE,FALSE
MGC39633,-0.419956903,0.001500119,0.019994073,FALSE,FALSE
MGC42090,0.350090617,0.008092088,0.047049993,FALSE,FALSE
MGC42174,0.550978569,2.67E-05,0.002864869,FALSE,FALSE
MGC44328,-0.37220811,0.004813119,0.036148115,FALSE,FALSE
MGC4677,0.394506619,0.000338057,0.009938634,FALSE,FALSE
MGC4728,0.517506841,8.19E-05,0.005310573,FALSE,FALSE
MGC4825,-0.406708489,0.002022546,0.023671747,FALSE,FALSE
MGC52498,0.394552293,0.002766406,0.02697998,FALSE,FALSE
MGC7036,-0.417720948,0.001511481,0.020047824,FALSE,FALSE
MGC70857,0.431903009,0.001048981,0.01680008,FALSE,FALSE
MGC9850,0.395716266,0.002697247,0.026700693,FALSE,FALSE
MGST1,-0.288827756,0.007457196,0.045045126,FALSE,FALSE
MGST3,-0.396058067,0.002640264,0.026384676,FALSE,FALSE
MIB2,0.540911477,2.73E-05,0.002871557,FALSE,FALSE
MICAL1,0.424381048,0.00125945,0.0180938,FALSE,FALSE
MID1,-0.278301546,0.003218613,0.029325424,FALSE,FALSE
MID1IP1,-0.383743332,0.003631317,0.031254077,FALSE,FALSE
MIR16,-0.359395718,0.006530806,0.041869801,FALSE,FALSE
MLL4,0.506512435,0.000114738,0.005812642,FALSE,FALSE
MLL5,0.345431775,0.002830997,0.027341861,FALSE,FALSE
MLLT11,-0.491753851,0.000184503,0.007235336,FALSE,FALSE
MMAB,0.407618361,0.002009256,0.023638499,FALSE,FALSE
MMD,-0.60016598,4.67E-06,0.001433224,FALSE,FALSE
MMP23B,0.383748096,0.003640498,0.031254077,FALSE,FALSE
MMP9,0.383484464,0.003713373,0.031487268,FALSE,FALSE
MNT,0.518040499,8.12E-05,0.005310573,FALSE,FALSE
MOBK1B,-0.493026973,0.000176814,0.007097846,FALSE,FALSE
MOBKL2B,-0.45135629,0.000607694,0.012725132,FALSE,FALSE
MPP1,-0.480309089,0.000263893,0.008750498,FALSE,FALSE
MPV17,0.430110759,0.001110565,0.017169928,FALSE,FALSE
MRFAP1L1,0.560995595,2.39E-07,0.000303307,FALSE,FALSE
MRLC2,-0.358947439,0.006577606,0.041968388,FALSE,FALSE
MRP63,0.57193937,1.38E-05,0.002041689,FALSE,FALSE
MRPL13,-0.474858748,0.000297617,0.009331502,FALSE,FALSE
MRPL16,-0.412086117,0.00176469,0.021966053,FALSE,FALSE
MRPL17,0.452077789,0.000597128,0.012662047,FALSE,FALSE
MRPL30,-0.329466478,0.005628003,0.039051173,FALSE,FALSE
MRPL42,-0.490685769,0.000186068,0.007245755,FALSE,FALSE
MRPL50,-0.396840627,0.002597696,0.02637313,FALSE,FALSE
MRPL51,-0.376546787,0.004236486,0.033471457,FALSE,FALSE
MRPL9,-0.373101952,0.00462192,0.035293507,FALSE,FALSE
MRPS15,0.347033411,0.008569792,0.048563122,FALSE,FALSE
MRPS26,0.420909577,0.001394201,0.019214252,FALSE,FALSE
MRPS9,-0.390237919,0.003082638,0.028708019,FALSE,FALSE
MS4A1,0.310436235,0.008233349,0.047553223,FALSE,FALSE
MSH3,0.396356332,0.002633146,0.026383399,FALSE,FALSE
MSRB3,0.335976195,0.003319645,0.029897435,FALSE,FALSE
MTA2,0.487506556,0.000212557,0.007831375,FALSE,FALSE
MTERFD2,0.502657279,0.000132537,0.006305623,FALSE,FALSE
MTF2,0.369754209,0.005035248,0.037028536,FALSE,FALSE
MTHFD2,0.266271027,0.008109223,0.047113182,FALSE,FALSE
MTMR9,0.410209535,0.001861669,0.022559697,FALSE,FALSE
MTNR1A,0.414509513,0.001654593,0.02127552,FALSE,FALSE
MUM1,-3.99E-01,0.002482468,0.026044614,FALSE,FALSE
MUSK,-0.360562731,0.006253913,0.041045693,FALSE,FALSE
MYH1,0.510508283,0.000102943,0.005689194,FALSE,FALSE
MYH9,-0.598823364,4.88E-06,0.001433224,FALSE,FALSE
MYO10,0.438541703,0.000872651,0.015435611,FALSE,FALSE
MYO3B,0.442443277,0.000788159,0.014667459,FALSE,FALSE
MYO7B,0.434638856,0.000977396,0.016328559,FALSE,FALSE
N4BP2,0.423487085,0.001302261,0.018380705,FALSE,FALSE
NAB2,0.493246966,0.000175974,0.007097846,FALSE,FALSE
NADSYN1,0.405172642,0.002111743,0.024095231,FALSE,FALSE
NAG18,0.356208286,0.006923632,0.043292686,FALSE,FALSE
NALP12,0.321879088,0.006339456,0.041357415,FALSE,FALSE
NALP4,0.37436129,0.005232312,0.037820096,FALSE,FALSE
NAPA,-0.389002099,0.00321005,0.029271784,FALSE,FALSE
NAPRT1,0.34916796,0.008354374,0.047877857,FALSE,FALSE
NARF,0.424872038,0.001254482,0.0180938,FALSE,FALSE
NAT6,0.470396972,0.000351097,0.010176293,FALSE,FALSE
NAV3,-0.360877972,0.006256483,0.041045693,FALSE,FALSE
NBPF20,0.399506413,0.002433111,0.025924486,FALSE,FALSE
NBPF3,0.327557316,0.007983707,0.046748882,FALSE,FALSE
NBPF9,0.387903079,0.003294014,0.029736443,FALSE,FALSE
NCAPG2,-0.411500962,0.001795612,0.022176723,FALSE,FALSE
NCDN,0.267188197,0.007629771,0.045597573,FALSE,FALSE
NCF1,-0.359333289,0.00641925,0.041562528,FALSE,FALSE
NCOA3,0.322926482,0.007341371,0.04478523,FALSE,FALSE
NCOA6IP,0.42798039,0.001162266,0.01750505,FALSE,FALSE
NCSTN,0.44154736,0.00079318,0.014670794,FALSE,FALSE
NDST2,0.421804911,0.001353239,0.018839549,FALSE,FALSE
NDUFA1,-0.531392021,5.23E-05,0.004058625,FALSE,FALSE
NDUFA11,-0.354839857,0.007098166,0.043821266,FALSE,FALSE
NDUFA3,-0.420474015,0.001425289,0.019488711,FALSE,FALSE
NDUFA4,-0.456080152,0.000520469,0.011742803,FALSE,FALSE
NDUFA8,-0.439402115,0.000848312,0.015217538,FALSE,FALSE
NDUFA9,-0.468088678,0.000375978,0.010468583,FALSE,FALSE
NDUFAB1,-0.386126597,0.003380002,0.030069796,FALSE,FALSE
NDUFB3,-0.401869549,0.002273487,0.025282259,FALSE,FALSE
NDUFB5,-0.355874425,0.006908919,0.043250115,FALSE,FALSE
NDUFB6,-0.446383629,0.000685329,0.013638029,FALSE,FALSE
NDUFB7,-0.406076261,0.002049851,0.023761234,FALSE,FALSE
NDUFS4,-0.429478878,0.001086579,0.016985638,FALSE,FALSE
NDUFS5,-0.461383629,0.000455101,0.011216144,FALSE,FALSE
NEDD8,-0.385705325,0.003445521,0.030337475,FALSE,FALSE
NEK3,0.315871343,0.002452354,0.025927545,FALSE,FALSE
NEK6,0.452929846,0.000583708,0.012548636,FALSE,FALSE
NEK8,0.500419126,0.000140656,0.006466948,FALSE,FALSE
NES,0.35864364,0.006636324,0.042195418,FALSE,FALSE
NEUROD2,0.421487346,0.001393603,0.019214252,FALSE,FALSE
NFATC2IP,0.307509621,0.008589663,0.048600221,FALSE,FALSE
NFATC3,0.338880317,0.000946754,0.016064181,FALSE,FALSE
NFE2L2,-0.381093706,0.003854544,0.031953445,FALSE,FALSE
NFU1,-0.365009799,0.005591765,0.038923773,FALSE,FALSE
NFYB,0.521806561,7.56E-05,0.005108022,FALSE,FALSE
NGDN,0.258983025,0.005921152,0.040069582,FALSE,FALSE
NHLH1,0.416063787,0.001627378,0.02099961,FALSE,FALSE
NIP30,-0.349918924,0.007995027,0.046765758,FALSE,FALSE
NIPBL,0.419723109,0.000241614,0.00847484,FALSE,TRUE
NIPSNAP1,-0.346114896,0.008683496,0.048928735,FALSE,FALSE
NIT2,-0.46033447,0.000470126,0.011427439,FALSE,FALSE
NKRF,0.423890948,0.001281764,0.018172789,FALSE,FALSE
NLE1,0.354185015,0.001980859,0.023524168,FALSE,FALSE
NLN,-0.42969836,0.001106225,0.017169928,FALSE,FALSE
NLRP8,0.405883768,0.00205386,0.023782504,FALSE,FALSE
NME2,0.273554651,0.004513978,0.034894699,FALSE,FALSE
NMUR1,0.375318249,0.004483857,0.034775522,FALSE,FALSE
NNAT,0.462486485,5.19E-05,0.004058625,FALSE,FALSE
NOC4L,0.423922499,0.000242641,0.008482776,FALSE,FALSE
NOD3,0.397074826,0.002629126,0.026383399,FALSE,FALSE
NOL10,0.636577246,1.21E-06,0.000863842,FALSE,FALSE
NOL7,-0.370069813,0.004992511,0.036788422,FALSE,FALSE
NOLA2,-0.35365353,0.006565536,0.041940291,FALSE,FALSE
NONO,-0.438799259,0.000870562,0.015435611,FALSE,FALSE
NOSIP,-0.398033265,0.002538205,0.02621338,FALSE,FALSE
NOTCH2,0.399793086,0.002445512,0.025927545,FALSE,FALSE
NOX1,0.295821899,0.005302225,0.03807078,FALSE,FALSE
NPAS1,0.548840945,3.09E-05,0.002965451,FALSE,FALSE
NPR2,0.401135994,0.002358195,0.025666853,FALSE,FALSE
NPTXR,0.398182617,0.002561745,0.026271811,FALSE,FALSE
NR1D2,0.587504867,7.53E-06,0.001540776,FALSE,FALSE
NR1H3,0.433622267,0.000994021,0.016441296,FALSE,FALSE
NR2C1,0.467289572,2.54E-05,0.002832402,FALSE,FALSE
NR2E3,0.41247757,0.000365091,0.010349804,FALSE,FALSE
NR4A3,0.371083604,0.000917034,0.015902835,FALSE,FALSE
NRG1,0.363007481,0.000548962,0.012160001,FALSE,FALSE
NRG2,0.413500326,0.001194207,0.017754993,FALSE,FALSE
NRGN,-0.428477121,0.001153992,0.017477535,FALSE,FALSE
NRIP3,0.347364826,0.008730191,0.049090733,FALSE,FALSE
NSD1,0.511330263,5.47E-05,0.004127035,FALSE,TRUE
NUBPL,0.453840665,0.000561357,0.012263462,FALSE,FALSE
NUDCD3,0.497449984,0.000152603,0.006780369,FALSE,FALSE
NUDT5,-0.407806877,0.001982105,0.023524168,FALSE,FALSE
NUP133,-0.412150004,0.001781105,0.022097311,FALSE,FALSE
NUP188,0.434921766,0.0009357,0.016048498,FALSE,FALSE
NUP85,-0.413805714,0.001678801,0.021473871,FALSE,FALSE
NUP93,-0.371556258,0.004842257,0.03629222,FALSE,FALSE
NUP98,0.476810585,7.62E-06,0.001540776,FALSE,FALSE
